駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
蒲郡競艇場前,286,"1,931",974,50.44,282,"1,232",393,"1,868",716,220,31,24,"434,213",112,13,640,9.12,10.8,13.26,15.04,13.31,10.48,13.57,9.59,4.82,25,41.67,681
蒲郡,"2,680","2,862","1,371",47.9,350,"1,723",776,"4,708","1,190",390,33,93,"747,472",430,45,147,8.64,7.41,10.67,14.54,12.22,12.11,14.85,11.76,7.79,59.14,35.48,"3,623"
吉良吉田,"2,558","2,257","1,113",49.31,358,"1,377",521,"1,574",700,120,17,31,"181,185",129,7,61,10.78,10.47,9.71,13.97,12.68,12.24,13.08,11.26,5.81,51.61,41.94,727
中畑,119,"1,755",902,51.4,220,"1,107",428,"1,716",602,154,26,15,"50,937",92,4,0,7.81,9.91,12.36,13.56,11.85,12.99,13.11,11.57,6.84,40,40,"1,084"
碧南,"3,500","3,491","1,717",49.18,447,"2,141",901,"3,426","1,207",287,24,69,"387,392",251,13,442,8.39,9.2,11.49,12.09,12.37,13.43,13.58,11.77,7.68,46.38,46.38,"1,710"
碧南中央,"4,000","3,272","1,642",50.18,472,"2,088",707,"3,585","1,203",334,28,65,"732,985",280,29,67,9.37,9.03,12.46,14.29,13.59,12.4,13.87,8.91,6.09,46.15,38.46,"2,508"
新川町,"1,100","3,395","1,652",48.66,430,"2,022",940,"3,947","1,185",289,24,60,"453,331",250,19,935,8.08,8.99,11.18,12.09,12.21,12.89,13.57,11.97,9.02,50,41.67,"1,837"
北新川,"2,800","3,260","1,644",50.43,487,"2,067",702,"3,003","1,182",281,24,35,"388,719",186,8,335,10.56,9.21,11.73,15.69,13.51,11.73,12.1,9.92,5.56,40,37.14,"1,595"
高浜港,"1,724","3,439","1,754",51,530,"2,203",696,"3,172","1,198",291,24,38,"380,044",174,8,612,10.14,10.55,12.27,14.34,14.28,11.63,11.45,9.71,5.63,42.11,42.11,"1,519"
三河高浜,"3,294","4,208","2,171",51.59,684,"2,758",758,"3,439","1,563",426,27,48,"530,377",209,11,464,10.76,9.98,11.76,15.86,15.93,10.95,11.84,8.26,4.64,39.58,47.92,"1,693"
吉浜,"2,322","2,307","1,234",53.49,319,"1,554",423,"1,738",926,337,36,18,"331,119",112,5,0,9.06,9.66,15.32,15.06,13.45,12.67,11.71,8.53,4.53,44.44,55.56,"1,079"
小垣江,"2,505","3,021","1,589",52.6,441,"2,012",547,"3,157","1,150",404,35,13,"93,139",127,4,571,10,9.33,13.43,18.1,11.13,11.93,13.57,7.5,5,46.15,30.77,"1,630"
刈谷市,"4,751","5,730","2,908",50.75,811,"3,874",997,"5,630","2,354",797,34,77,"637,734",325,20,"1,151",9.59,9.36,13.36,15.58,14.49,13.13,12.29,7.9,4.3,55.84,37.66,"2,681"
刈谷,"21,778","3,187","1,635",51.3,415,"2,205",509,"8,250","1,489",627,42,66,"820,922",417,44,355,9.24,7.54,14.58,18.83,15.06,11.92,11.29,7.64,3.9,59.09,34.85,"7,010"
重原,"1,230","2,603","1,349",51.82,396,"1,776",422,"1,883","1,008",331,33,17,"300,002",86,5,0,9.63,10.75,13.49,15.45,16.22,12.33,10.98,6.86,4.28,41.18,41.18,"1,082"
知立,"30,628","5,166","2,753",53.29,674,"3,417","1,026","8,318","2,336","1,013",43,124,"881,187",443,45,"1,540",9.1,8.17,14.83,16.62,13.71,10.51,12.83,9.42,4.81,55.65,39.52,"5,114"
三河知立,718,"5,351","2,848",53.22,670,"3,475","1,168","6,617","2,415","1,013",42,108,"775,223",374,29,"1,407",8.51,8.11,15.19,15.68,13.67,10.11,12.91,10.41,5.4,55.56,35.19,"3,473"
三河八橋,"2,707","4,036","2,107",52.21,622,"2,787",609,"1,840","1,527",423,28,16,"58,621",92,4,0,10.01,10.66,12.33,16.83,14.22,13.5,12.67,6.87,2.91,31.25,62.5,488
若林,"4,880","3,846","1,995",51.87,613,"2,618",585,"2,297","1,411",320,23,20,"521,299",96,10,347,10.85,10.22,11.95,18.08,13.5,11.01,15.07,6.68,2.65,35,55,836
竹村,"2,713","2,306","1,162",50.39,356,"1,487",443,"1,211",836,219,26,12,"237,955",57,2,180,10.6,9.41,11.38,17.25,14.32,10.46,14.14,8.27,4.16,41.67,25,305
土橋,"5,505","2,783","1,535",55.16,377,"1,949",398,"3,829","1,210",496,41,23,"509,223",201,20,41,9.25,9.69,14.87,17.84,14.87,11.75,12.96,6.2,2.57,52.17,34.78,"2,948"
上挙母,"3,117","3,940","2,163",54.9,609,"2,729",562,"3,618","1,722",724,42,42,"1,355,506",167,17,24,11.28,8.67,15.87,19.51,14.44,10.15,10.69,5.92,3.46,61.9,21.43,"2,511"
豊田市,"28,583","5,362","2,787",51.98,620,"3,620",916,"14,110","2,596","1,303",50,228,"2,248,999",865,75,36,7.82,8.84,14.9,17.2,15.67,11.56,11.4,7.84,4.77,77.63,18.42,"12,709"
梅坪,"5,121","4,298","2,278",53,714,"3,113",434,"3,735","1,922",809,42,31,"464,116",166,20,53,11.55,10.56,15.89,20.65,15.79,10.3,8.94,4.13,2.18,51.61,32.26,"2,537"
越戸,705,"2,288","1,170",51.14,345,"1,529",400,967,836,238,28,4,0,45,3,0,10.56,9.37,15.09,16.5,12.41,10.95,12.93,8.14,4.05,25,50,258
平戸橋,"1,334","3,274","1,677",51.22,466,"2,167",631,"1,736","1,207",295,24,17,"282,783",77,7,31,9.47,9.47,12.1,15.87,12.65,11.52,16.97,7.84,4.11,47.06,41.18,735
猿投,"3,648","5,051","2,547",50.43,737,"3,296",984,"3,427","1,858",442,24,30,"403,116",155,14,882,9.23,10.12,12.89,14.99,13.29,11.68,15.54,8.55,3.71,56.67,40,916
神宮前,"30,064","5,058","2,479",49.01,477,"3,286","1,241","9,812","2,419","1,022",42,94,"1,178,134",495,65,"1,036",6.18,7.65,11.11,14.05,12.87,13.83,16.81,10.85,6.65,65.96,29.79,"7,139"
豊田本町,"4,131","9,487","4,848",51.1,"1,072","6,138","2,153","7,867","4,365","1,852",42,80,"440,544",474,55,726,7.23,8.9,11.64,13.58,13.46,13.37,15.77,10.22,5.82,57.5,38.75,"4,062"
道徳,"5,019","8,683","4,301",49.53,989,"5,332","2,304","7,407","3,803","1,421",37,103,"1,232,877",432,39,"1,212",6.57,9.6,10.06,12.35,13.02,12.7,17.07,12.53,6.1,57.28,35.92,"2,888"
大江,"5,155","4,945","2,480",50.15,493,"3,028","1,371","4,647","2,211",859,39,40,"360,328",221,23,359,6.3,8.51,10.65,12.25,12.27,13.66,16.44,12.29,7.65,45,45,"2,335"
大同町,"11,680","2,932","1,628",55.53,346,"1,946",583,"8,523","1,409",696,49,20,"423,760",159,19,"4,064",7.94,9.68,14.51,13.64,13.61,13.3,13.4,9.12,4.8,20,65,"3,404"
柴田,"4,368","5,703","3,074",53.9,545,"3,666","1,363","5,860","2,746","1,361",50,77,"663,457",368,41,234,6.23,9.38,12.86,12.45,13.72,12.86,14.96,10.69,6.84,48.05,48.05,"3,656"
名和,"4,875","2,235","1,222",54.68,343,"1,516",365,"3,482",998,402,40,25,"556,305",213,14,408,10.52,9.48,13.75,18.83,13.3,11.51,12.09,7.01,3.51,40,32,"2,389"
聚楽園,"4,968","1,235",655,53.04,215,851,166,"5,071",519,191,37,26,"945,157",107,12,117,12.82,8.6,15.67,21.02,12.66,9.25,11.04,6.09,2.84,57.69,34.62,"4,629"
新日鉄前,"1,962","3,269","1,807",55.28,559,"2,236",460,"3,610","1,400",581,42,22,"614,759",176,14,599,12.01,10.05,13.79,18.53,14.19,11.31,11.21,6.08,2.83,27.27,54.55,"2,040"
太田川,"13,784","2,866","1,491",52.02,331,"1,954",572,"2,427","1,225",482,39,31,"517,998",177,21,0,7.81,7.63,13.83,18.73,13.72,10.99,12.67,8.82,5.81,45.16,41.94,"1,360"
尾張横須賀,"4,996","5,586","2,999",53.69,776,"3,771","1,023","4,686","2,442",947,39,83,"471,528",315,25,612,9.53,9.19,14.62,16.05,14.37,11.64,11.73,8.71,4.17,46.99,49.4,"2,306"
寺本,"3,287","4,104","2,098",51.12,653,"2,589",851,"2,336","1,578",440,28,41,"145,503",182,12,6,11.01,9.01,10.72,17.07,13.38,11.01,13.36,9.6,4.84,43.9,48.78,924
朝倉,"7,663","2,415","1,253",51.88,314,"1,707",387,"1,658","1,013",329,32,14,"79,305",104,12,0,8.64,8.31,14.21,17.53,14.87,12.88,12.71,7.27,3.57,42.86,42.86,913
古見,"2,807","1,796",900,50.11,241,"1,172",377,"2,678",713,229,32,24,"115,491",100,8,542,8.66,9.16,12.23,15.2,13.24,12.79,13.52,8.99,6.2,37.5,54.17,"1,554"
長浦,890,"1,521",809,53.19,221,"1,002",297,698,611,183,30,5,0,20,1,0,10.06,9.14,14.07,14.27,11.97,13.15,14.2,9.01,4.14,40,40,203
日長,320,923,459,49.73,116,533,274,594,325,57,18,6,"30,053",24,1,0,7.9,9.09,8.44,12.66,11.26,12.34,16.99,12.34,8.98,50,50,197
新舞子,"5,165","2,795","1,360",48.66,436,"1,789",565,"1,472","1,132",357,32,22,"126,427",100,10,0,11.22,9.46,10.36,17.46,15.3,9,12.87,8.92,5.41,50,31.82,593
大野町,"2,819","2,681","1,326",49.46,374,"1,663",631,"1,904","1,023",281,27,54,"121,237",158,7,167,8.62,10.75,10.27,14.39,13.15,11.46,14.57,10.19,6.59,57.41,38.89,720
西ノ口,728,"1,933",980,50.7,240,"1,190",498,"1,338",742,186,25,9,"41,476",60,2,173,8.72,8.15,11.99,14.89,11.11,10.9,15.83,11.83,6.59,33.33,55.56,430
蒲池,977,"1,686",844,50.06,193,"1,037",466,919,613,144,23,13,"55,359",61,6,0,7.32,8.44,11.33,11.68,12.39,12.92,16.46,12.39,7.08,61.54,23.08,251
榎戸,"1,400","2,672","1,318",49.33,405,"1,787",477,"1,841","1,065",333,31,14,"71,435",74,6,323,9.4,11.17,13.23,14.39,14.72,12.48,12.03,8.88,3.71,35.71,57.14,734
多屋,856,"3,368","1,666",49.47,420,"2,312",572,"1,624","1,711",945,55,17,"116,182",96,4,0,7.99,8.83,23.62,15.37,11.34,10.1,10.13,8.83,3.78,41.18,35.29,789
常滑,"10,202","2,813","1,290",45.86,355,"1,834",579,"3,572","1,303",593,46,55,"435,451",240,23,2,7.33,9.93,16.94,14.16,12.89,11.41,11.66,9.93,5.74,54.55,34.55,"2,735"
大江,"5,155","4,945","2,480",50.15,493,"3,028","1,371","4,647","2,211",859,39,40,"360,328",221,23,359,6.3,8.51,10.65,12.25,12.27,13.66,16.44,12.29,7.65,45,45,"2,335"
東名古屋港,"7,263",126,103,81.75,3,104,13,"5,227",101,89,88,0,0,39,1,0,2.52,5.88,57.98,9.24,5.88,4.2,8.4,4.2,1.68,0,0,"5,207"
太田川,"13,784","2,866","1,491",52.02,331,"1,954",572,"2,427","1,225",482,39,31,"517,998",177,21,0,7.81,7.63,13.83,18.73,13.72,10.99,12.67,8.82,5.81,45.16,41.94,"1,360"
高横須賀,"2,731","3,241","1,652",50.97,504,"2,092",634,"3,454","1,322",416,31,20,"221,383",115,9,"1,276",10.52,9.22,14.27,15.85,13.46,10.65,11.92,9.69,4.43,40,55,"1,056"
南加木屋,"7,204","3,074","1,536",49.97,470,"2,004",596,"2,918","1,202",306,25,33,"279,162",150,17,985,11,8.65,11.26,17.59,12.72,12.56,12.4,9.66,4.18,51.52,36.36,981
八幡新田,"2,166","4,836","2,473",51.14,665,"3,161","1,003","2,294","1,833",429,23,20,"302,628",93,7,120,9.07,9.65,12.22,14.14,12.74,12.67,16.61,9.28,3.62,30,40,568
巽ケ丘,"6,601","4,145","2,028",48.93,502,"2,629","1,009","1,968","1,593",344,22,30,"274,325",94,11,0,7.54,9.73,10.94,13.29,11.88,13.6,15.8,11.3,5.92,43.33,53.33,460
白沢,551,"1,283",631,49.18,135,799,345,903,470,92,20,14,"120,089",49,7,0,6.8,8.52,10.32,12.82,11.73,11.26,20.8,11.81,5.94,42.86,50,420
坂部,643,"1,393",685,49.17,209,864,319,"1,079",498,104,21,8,"190,876",47,6,176,9.61,9.82,10.32,14.12,12.47,11.76,16.85,9.82,5.23,25,50,363
阿久比,"5,105","1,453",720,49.55,220,931,302,"1,920",501,88,18,12,"104,284",75,4,658,10.38,9.48,9.83,15.53,12.85,12.23,15.19,9.21,5.29,25,58.33,737
植大,"1,194","1,375",672,48.87,225,891,256,"1,278",481,104,22,26,"463,299",82,13,59,10.72,11.01,13.27,16.7,14.44,9.34,10.87,9.04,4.6,46.15,46.15,757
半田口,788,"4,183","2,071",49.51,584,"2,701",883,"2,910","1,624",439,27,34,"426,155",151,12,548,9.24,10,12.48,14.83,12.98,11.71,13.24,9.19,6.33,32.35,38.24,941
住吉町,"5,645","3,844","1,921",49.97,512,"2,476",829,"5,517","1,588",513,32,60,"525,262",295,27,"1,167",8.67,9.66,11.15,15.21,14.38,11.97,13.3,10.16,5.5,46.67,38.33,"2,975"
知多半田,"11,263","4,840","2,334",48.22,701,"3,061","1,035","5,143","2,044",734,36,97,"622,102",369,33,665,10.28,8.59,10.9,15.88,15.03,10.78,12.42,9.49,6.63,58.76,38.14,"3,018"
成岩,"2,325","4,525","2,193",48.46,611,"2,905",987,"4,235","1,962",757,39,76,"707,363",265,24,690,8.82,9.55,12.77,14.93,13.31,11.22,13.42,10.26,5.73,48.68,36.84,"1,980"
青山,"6,006","4,493","2,284",50.83,632,"3,060",741,"3,601","2,017",835,41,69,"1,107,345",270,29,53,9.7,9.39,13.65,17.65,14.51,11.83,11.78,7.15,4.33,49.28,34.78,"2,172"
上ゲ,485,"3,663","1,842",50.29,504,"2,304",849,"2,255","1,402",375,27,32,"292,878",118,10,224,8.86,10.03,11.48,14.02,13.23,10.8,15.91,10.33,5.33,43.75,43.75,721
知多武豊,"5,774","3,143","1,641",52.21,412,"2,080",642,"3,617","1,335",458,34,63,"836,534",234,21,580,8.58,9.38,12.95,14.36,14.17,12.35,14.58,9.09,4.53,46.03,39.68,"2,077"
富貴,"1,904","1,846",894,48.43,299,"1,205",338,"1,425",719,226,31,12,"33,062",72,4,465,10.74,10.68,12.64,15.29,14.15,10.85,14.05,6.89,4.72,58.33,41.67,378
河和口,623,537,260,48.42,62,320,155,325,193,34,18,4,"1,308",12,2,25,7.48,8.79,10.28,10.84,11.4,13.64,18.32,11.21,8.04,0,75,63
河和,"4,656","1,999",965,48.27,222,"1,216",561,"1,929",687,146,21,24,"324,878",105,10,103,6.66,10.52,10.37,10.62,11.82,13.82,14.77,12.97,8.46,41.67,45.83,"1,027"
富貴,"1,904","1,846",894,48.43,299,"1,205",338,"1,425",719,226,31,12,"33,062",72,4,465,10.74,10.68,12.64,15.29,14.15,10.85,14.05,6.89,4.72,58.33,41.67,378
上野間,655,981,504,51.38,136,650,192,646,343,81,24,6,"24,864",42,2,163,7.56,13.28,11.44,11.95,12.97,13.28,15.42,9.09,5.01,16.67,50,178
美浜緑苑,500,"1,099",561,51.05,135,768,193,351,367,93,25,4,"48,322",21,1,0,5.1,19.69,14.22,9.85,13.67,11.3,15.86,7.29,3.01,50,25,68
知多奥田,"5,692",749,331,44.19,50,568,122,"4,263",430,309,72,13,"90,690",35,4,"3,869",2.99,21.44,29.17,5.56,9.5,9.5,10.45,7.46,3.93,23.08,61.54,199
野間,696,321,171,53.27,42,218,54,217,152,75,49,1,"3,525",7,0,101,8.65,14.74,20.83,11.54,10.26,9.29,14.42,7.69,2.56,100,0,37
内海,"1,632","1,158",568,49.05,105,756,289,826,447,174,39,15,"71,536",65,6,128,5.74,11.05,15.23,9.31,11.4,13.23,14.97,11.58,7.48,40,46.67,258
須ケ口,"7,656","3,788","1,843",48.65,505,"2,379",891,"4,610","1,457",391,27,38,"177,266",187,18,580,8.87,8.66,11.13,14.65,14.01,11.52,14.54,10.91,5.7,55.26,42.11,"2,755"
甚目寺,"8,689","4,624","2,308",49.91,592,"2,967","1,030","3,889","1,851",533,29,62,"614,006",232,21,737,8.04,9.52,10,14.97,14.6,11.92,15.56,11.05,4.32,51.61,45.16,"1,535"
七宝,"4,196","3,771","1,844",48.9,558,"2,359",843,"1,969","1,407",315,22,12,"205,080",105,7,0,9.84,9.31,10.74,15.42,12.71,10.74,16.96,10.98,3.3,25,50,706
木田,"6,441","3,471","1,732",49.9,539,"2,248",671,"2,770","1,339",335,25,28,"164,642",158,12,711,10.35,9.89,11.34,17.67,14.29,9.72,13.97,9.2,3.59,46.43,42.86,816
青塚,"3,628","1,760",841,47.78,217,"1,089",450,"1,125",626,131,21,20,"56,353",92,5,0,7.69,10.42,8.71,12.87,14.01,11.28,18.17,11.28,5.58,55,15,395
勝幡,"4,232","2,387","1,159",48.55,318,"1,421",646,"2,138",847,168,20,30,"510,947",129,12,171,9.14,8.51,9.47,14.08,12.32,10.9,16.72,12.91,5.95,26.67,60,"1,008"
藤浪,"2,861","3,186","1,560",48.96,465,"1,981",738,"2,117","1,181",253,21,19,"258,251",104,10,406,10.25,8.93,9.4,16.15,12.57,10.81,17.35,9.87,4.68,36.84,31.58,537
津島,"13,062","4,682","2,261",48.29,639,"2,903","1,083","5,740","2,005",712,36,123,"992,384",462,39,356,9.25,9.19,9.92,15.37,13.6,11.5,14.23,11.11,5.82,56.1,41.46,"3,778"
弥富,"2,510","4,708","2,326",49.41,654,"3,011",982,"3,791","1,910",606,32,65,"457,916",287,23,294,9.19,9.66,11.68,16.03,13.58,11.71,13.73,10.09,4.33,52.31,41.54,"1,939"
五ノ三,443,"1,501",720,47.97,210,935,355,834,477,57,12,4,"29,901",53,1,0,8.53,10.87,9.53,11.73,13.13,12.67,18.2,11,4.33,50,25,350
佐屋,"3,849","3,641","1,784",49,657,"2,249",735,"2,035","1,195",167,14,24,"184,810",104,8,0,10.47,12.75,8.35,15.08,14.73,11.1,14.37,8.87,4.29,29.17,62.5,694
日比野,"3,475","2,865","1,408",49.14,459,"1,828",573,"1,738","1,013",228,23,10,"145,560",82,4,186,9.92,11.08,10.62,15.86,13.84,11.22,14.19,9.54,3.74,30,40,529
津島,"13,062","4,682","2,261",48.29,639,"2,903","1,083","5,740","2,005",712,36,123,"992,384",462,39,356,9.25,9.19,9.92,15.37,13.6,11.5,14.23,11.11,5.82,56.1,41.46,"3,778"
町方,"1,288","2,975","1,476",49.61,422,"1,821",720,"1,890","1,065",199,19,8,"82,015",64,8,438,9.21,10.32,8.97,13.6,13.7,11.37,17.24,10.96,4.62,50,25,365
六輪,"1,034","1,579",771,48.83,196,966,416,"1,490",479,65,14,16,"206,683",74,6,199,7.8,9.2,9.26,13.13,12.56,11.8,19.1,11.42,5.71,37.5,50,723
渕高,"1,449","2,084","1,007",48.32,351,"1,305",423,"1,256",684,99,14,5,"15,404",54,5,248,10.25,12.07,8.9,15.39,14.38,10.87,15.44,8.99,3.7,20,60,305
丸渕,739,"1,387",678,48.88,223,900,264,718,431,55,13,7,"40,036",35,4,26,8.64,14.18,9.72,11.88,17.06,12.46,13.39,8.64,4.03,28.57,42.86,219
上丸渕,"1,012",812,405,49.88,108,510,194,511,249,29,12,4,"20,207",28,2,80,9.24,9.11,9.48,14.29,12.56,11.7,18.35,9.61,5.67,50,25,126
森上,"3,245","2,310","1,120",48.48,300,"1,488",522,"1,934",815,189,23,17,"89,078",84,6,173,8.71,9.53,12.3,13.43,11.95,13.04,15.16,10.09,5.8,47.06,35.29,978
山崎,"1,003","1,093",528,48.31,146,650,297,823,331,32,10,6,"19,864",27,1,30,7.5,11.07,7.69,12.63,12.72,11.34,19.67,11.8,5.58,50,16.67,354
玉野,875,"1,487",718,48.29,168,903,410,740,496,72,15,5,"9,887",40,3,0,6.55,9.72,8.71,11.21,13.3,12.56,18.97,14.31,4.66,80,0,144
萩原,"2,347","2,188","1,065",48.67,284,"1,319",573,"1,960",766,149,19,29,"135,124",131,14,439,8.23,9.7,9.51,12.68,13.65,11.67,16.5,12.41,5.65,51.72,37.93,779
二子,"2,440","2,023",958,47.36,265,"1,221",530,"2,362",695,133,19,9,"31,992",82,9,970,8.29,9.93,9.88,13,12.95,11.22,16.08,12.8,5.86,44.44,44.44,672
苅安賀,831,"1,879",913,48.59,260,"1,169",444,"1,427",683,160,23,10,"111,122",56,9,216,9.03,9.94,9.67,13.78,13.62,13.14,13.84,11.86,5.13,20,30,470
観音寺,"1,402","4,339","2,090",48.17,669,"2,830",821,"3,451","1,651",402,24,31,"337,777",183,27,934,9.81,11.2,10.79,14.77,14.38,12.5,13.52,9.38,3.66,51.61,25.81,"1,044"
名鉄一宮,"33,120","6,030","2,875",47.68,696,"3,856","1,397","9,309","2,797","1,170",42,188,"2,235,893",826,78,606,7.75,7.68,10.05,16.17,15.06,12.58,13.7,10.66,6.34,67.02,30.85,"6,878"
西一宮,300,"5,737","2,791",48.65,832,"3,691","1,155","5,527","2,345",736,31,51,"371,008",333,20,973,9.19,10.6,9.88,14.72,16.41,12.63,12.03,9.7,4.83,60.78,27.45,"2,769"
開明,"1,435","2,609","1,299",49.79,380,"1,651",563,"2,089",959,207,22,15,"218,680",128,9,284,9.98,8.64,10.41,16.46,13.72,10.49,15.81,10.06,4.43,33.33,33.33,965
奥町,"3,977","5,007","2,419",48.31,808,"3,010","1,163","4,666","1,600",271,17,29,"160,262",179,11,987,10.7,10.26,8.72,15.02,14.08,10.4,14.02,10.97,5.82,55.17,34.48,"1,864"
玉ノ井,"1,462","3,370","1,654",49.08,518,"2,041",778,"2,011","1,146",203,18,20,"211,898",156,13,0,9.56,11.18,8.96,13.84,14.74,10.49,15.1,11.27,4.85,30,60,811
東枇杷島,"5,582","5,676","2,835",49.95,467,"3,493","1,634","6,619","2,705","1,250",46,57,"270,668",317,25,"1,723",5.28,7.17,12.63,12.54,12.09,12.91,15.63,14.04,7.73,47.37,47.37,"2,872"
下小田井,"3,243","4,824","2,386",49.46,614,"3,138","1,045","3,057","1,877",528,28,33,"654,620",184,20,35,7.79,9.98,10.3,14.59,13.82,13.34,14.88,9.65,5.65,42.42,45.45,"1,424"
中小田井,"3,115","5,953","3,020",50.73,822,"3,986","1,070","4,881","2,614","1,035",40,37,"677,261",281,24,648,8.57,10.55,12.64,16.98,16.2,10.51,12.11,8.66,3.78,43.24,40.54,"2,380"
上小田井,"17,041","5,415","2,740",50.6,874,"3,698",765,"5,729","2,403",972,40,39,"657,101",274,20,"1,164",11.28,9.42,12.68,21.24,17.23,8.86,9.07,6.58,3.63,41.03,48.72,"3,116"
西春,"21,599","6,291","3,212",51.06,877,"4,192","1,199","5,140","2,740","1,028",38,69,"820,054",316,32,171,9.62,8.31,12.27,18.79,14.55,10.39,13.29,8.87,3.91,63.77,28.99,"3,078"
徳重,"16,640","6,904","3,414",49.45,"1,099","4,634","1,117","4,995","2,945","1,018",35,36,"270,064",191,22,"1,143",10.98,10.09,12.99,18.37,15.02,9.84,12.45,7.42,2.83,47.22,47.22,"1,733"
大山寺,"1,874","3,530","1,725",48.87,550,"2,317",653,"2,004","1,410",396,28,5,"28,756",63,5,77,10.74,8.92,10.86,18.61,13.58,11,14.38,8.18,3.72,20,60,652
岩倉,"23,015","7,378","3,659",49.59,"1,038","5,009","1,327","5,663","3,137",986,31,110,"937,675",475,43,35,9.28,9.29,10.9,16.86,15.98,12.79,12.72,8.22,3.97,59.09,35.45,"3,272"
石仏,"3,076","2,922","1,434",49.08,477,"1,884",559,"2,034","1,057",211,20,10,"97,740",90,7,362,10.8,10.21,10.86,17.2,13.61,11.03,13.06,8.98,4.25,10,50,680
布袋,"7,888","2,682","1,303",48.58,368,"1,683",629,"4,162",997,213,21,33,"395,082",171,13,"1,802",9.7,8.13,10.93,16.08,12.24,11.6,14.33,10.49,6.49,42.42,45.45,"1,357"
江南,"24,848","4,938","2,431",49.23,656,"3,159","1,097","4,893","1,993",612,31,83,"559,148",386,39,614,9.08,9.08,11.24,14.82,14.38,12.2,13.46,10.34,5.4,59.04,34.94,"2,655"
柏森,"9,557","3,534","1,781",50.4,523,"2,254",743,"2,515","1,361",349,26,27,"179,614",142,12,86,10.28,9.15,11.28,16.65,13.07,10.63,14.38,9.57,5,48.15,40.74,"1,171"
扶桑,"5,958","4,299","2,098",48.8,640,"2,759",889,"2,942","1,608",360,22,25,"155,526",164,26,335,9.96,9.4,11.36,16.66,13.67,10.94,13.62,9.66,4.74,40,52,"1,095"
木津用水,"1,909","3,873","1,940",50.09,558,"2,485",814,"2,605","1,440",339,24,13,"273,866",76,7,293,9.41,9.78,10.76,15.48,14.57,10.68,15.2,9.98,4.12,61.54,23.08,896
犬山口,"1,241","4,314","2,163",50.14,620,"2,693",990,"4,808","1,742",561,32,44,"479,825",219,15,514,9.77,9.16,11.81,15.62,13.09,10.28,13.81,10.88,5.58,47.73,34.09,"2,812"
犬山,"15,541","4,653","2,313",49.71,575,"2,927","1,121","5,777","1,956",717,37,144,"1,190,102",472,39,11,8.11,8.31,11.55,14.56,13.45,11.62,15.53,9.95,6.92,63.89,31.25,"4,127"
犬山遊園,"1,447","1,557",777,49.9,207,995,352,"1,237",635,224,35,16,"33,611",85,8,8,8.44,9.79,10.37,14.87,13.84,12.49,13.07,10.69,6.44,50,37.5,717
犬山遊園,"1,447","1,557",777,49.9,207,995,352,"1,237",635,224,35,16,"33,611",85,8,8,8.44,9.79,10.37,14.87,13.84,12.49,13.07,10.69,6.44,50,37.5,717
犬山,"15,541","4,653","2,313",49.71,575,"2,927","1,121","5,777","1,956",717,37,144,"1,190,102",472,39,11,8.11,8.31,11.55,14.56,13.45,11.62,15.53,9.95,6.92,63.89,31.25,"4,127"
富岡前,795,"1,649",806,48.88,195,958,494,847,595,109,18,7,"20,693",55,5,0,7.36,8.63,8.21,12.77,11.55,12.58,18.91,12.71,7.29,57.14,28.57,207
善師野,825,383,185,48.3,49,223,111,181,133,17,13,1,0,9,2,0,7.33,9.16,8.38,10.99,13.61,12.83,17.54,14.14,6.02,0,0,23
犬山,"15,541","4,653","2,313",49.71,575,"2,927","1,121","5,777","1,956",717,37,144,"1,190,102",472,39,11,8.11,8.31,11.55,14.56,13.45,11.62,15.53,9.95,6.92,63.89,31.25,"4,127"
羽黒,"3,188","3,347","1,690",50.49,454,"2,186",693,"2,118","1,293",353,27,28,"204,961",113,6,335,9.28,9.19,12.37,16.36,13.6,11.77,12.97,10,4.47,42.86,42.86,661
楽田,"2,884","2,768","1,389",50.18,435,"1,818",509,"1,814","1,024",265,26,17,"95,425",85,8,367,9.88,11.33,11.15,15.68,13.76,11.44,14.55,8.29,3.91,47.06,41.18,558
田県神社前,"4,124","3,730","1,931",51.77,523,"2,257",943,"2,196","1,433",383,27,12,"152,845",92,10,90,8.49,11.23,9.32,13.51,14.64,10.82,15.04,12.46,4.49,33.33,66.67,789
味岡,"3,506","3,601","1,821",50.57,590,"2,334",675,"3,327","1,423",420,30,24,"557,794",123,12,"1,016",11.12,9.87,12.9,17.57,13.34,9.26,13.79,9.48,2.7,45.83,41.67,"1,202"
小牧原,"2,546","4,650","2,365",50.86,717,"3,136",793,"3,107","1,833",526,29,33,"608,581",165,12,0,10.5,10.16,11.95,17.41,14.59,11.26,12.91,8.01,3.21,33.33,33.33,"1,628"
小牧,"9,505","5,527","2,771",50.14,812,"3,707",995,"9,131","2,352",913,39,94,"1,041,491",478,37,181,9.99,9.12,12.16,17.71,15.52,11,11.51,8.14,4.84,63.83,26.6,"7,250"
